"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Egypt, Arab Rep.","EGY","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","59.1585","58.5629","59.466","56.6417","60.9888","65.5369","73.3404","77.0115","80.0727","84.0627","90.2214","97.2194","103.6174","111.325","120.2739","125.7648","128.4493","137.4807","139.0924","145.3574","149.1836","159.0324","162.0299","163.8677","159.5339","169.668","180.0639","187.4376","192.1676","205.2826","205.5179","219.4727","225.6517","230.8976","245.7041","264.5887","276.7799","291.1199","294.1135","301.7206","301.7043","311.4754","326.2503","320.1896","325.1377","331.5432","344.7621","357.5541","352.9856","326.4249","335.7242","352.548","350.4004","369.7262","386.5982","",
"Euro area","EMU","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","3319.2408","3335.8974","3455.5838","3628.7566","3590.7273","3449.8461","3649.6976","3594.8109","3704.2266","3835.4867","3760.5559","3636.691","3533.1144","3520.1665","3545.0581","3533.6398","3524.7806","3543.5271","3550.773","3595.0359","3568.7685","3574.6716","3456.1093","3386.4986","3388.3056","3438.7892","3503.6206","3467.3525","3488.2749","3458.5335","3483.1003","3510.1838","3512.0243","3572.0813","3588.1345","3566.6844","3535.3192","3512.8983","3431.9596","3208.2227","3295.3482","3192.5206","3158.0097","3095.5672","2969.9324","3016.7944","3013.4965","3014.2505","2941.3379","2821.8751","2576.7349","2704.0303","2646.2564","2457.1265","2416.2729","",
"Eritrea","ERI","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","4.106","4.1369","4.0877","4.1318","4.0968","4.0062","4.0081","3.9957","4.0535","4.1269","4.1786","4.242","4.2516","4.3679","4.2729","4.3784","4.4695","4.4278","4.4956","4.6315","4.7044","4.8044","5.0362","4.2558","4.4651","4.5882","5.0685","5.4616","5.2094","5.3378","5.4323","5.351","5.3057","5.4241","5.4954","5.4645","5.3164","5.5337","5.4813","5.5426","5.5367","5.8192","5.8893","5.9201","5.9738","6.0066","6.0939","6.0952","6.2094","6.2722","6.3095","6.4029","6.495","6.537","6.5793","",
"Spain","ESP","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","188.7198","186.3124","199.64","213.9807","227.5326","233.865","252.6156","245.4197","246.0898","258.8852","272.191","277.1216","272.9247","275.1019","265.9839","258.8969","264.1092","262.4364","270.1914","289.6132","294.547","302.7544","310.6038","296.1112","308.8733","325.0228","317.193","339.8332","349.8661","374.3481","392.4456","389.9999","408.1296","417.1299","434.2037","448.8607","440.4548","457.4613","422.1464","381.9898","369.0798","368.7756","363.889","334.1026","332.7515","344.1544","336.159","350.3164","342.6507","324.2336","283.7113","302.6753","306.6168","286.8651","285.6383","",
"Estonia","EST","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","26.1623","26.3227","28.2854","31.6768","34.811","37.4583","39.108","40.5364","42.9573","44.4864","45.9705","47.0391","47.2343","47.0672","46.08","45.3052","44.3163","43.7323","41.7274","38.4555","45.6088","41.9321","31.4634","26.3724","26.6506","24.6118","25.6109","25.1422","22.9907","21.3732","21.761","22.2561","21.5403","23.5642","24.1519","24.0826","23.4176","27.2288","25.1666","21.8173","26.7567","26.8763","25.853","28.4031","27.6318","25.9106","25.299","26.7821","28.5447","19.8753","16.0162","16.7189","18.744","14.9843","14.1292","",
"Ethiopia","ETH","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","55.6581","55.9904","55.4529","56.0147","55.9337","54.397","54.2286","54.8666","55.4314","55.9425","55.9138","56.3556","57.4168","58.9978","57.5112","59.8999","63.2647","61.0578","61.9208","64.9793","66.7758","67.6669","69.5142","64.4984","67.1074","68.2238","71.6734","74.0605","79.0561","79.1454","77.0809","82.5438","90.3086","89.5895","92.1179","95.5325","101.3473","110.9999","116.4715","121.1547","126.8018","126.6654","131.8642","137.0358","143.1733","147.7179","154.2916","157.8414","162.6822","173.8742","181.5334","176.9606","180.4636","188.4469","192.704","",
"European Union","EUU","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","4571.8962","4595.061","4746.0692","4964.9436","4925.7557","4839.4121","5103.7988","5093.349","5263.4063","5421.8397","5333.4924","5128.357","5044.0291","5023.4867","5062.1968","5066.2415","5065.0575","5100.573","5082.2249","5070.8464","4864.2774","4783.0809","4607.8552","4520.5484","4506.6142","4557.6539","4666.6289","4582.9381","4534.4282","4454.045","4468.6584","4500.9492","4484.5658","4578.9408","4585.1651","4552.2242","4550.1063","4518.7493","4409.4268","4118.7676","4235.0786","4127.2785","4063.4563","3973.9873","3831.0176","3885.9444","3894.3913","3915.2259","3834.9113","3683.7541","3395.6039","3572.3655","3483.1059","3222.5192","3164.6646","",
"Fragile and conflict affected situations","FCS","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1445.6914","1460.0753","1490.0224","1601.8335","1642.027","1632.9907","1741.2635","1750.6374","1812.279","1969.9943","1942.6481","1775.6246","1793.4465","1802.6627","1842.6681","1877.8856","1923.147","1967.0395","2037.4373","2090.9574","2164.571","2044.9423","2004.6168","1953.5456","1926.8382","1972.9631","1986.3044","1975.281","1929.6557","1915.4193","1992.4131","2020.8995","1965.2719","2047.7327","2058.6534","2090.7879","2087.0952","2085.3087","2123.302","2074.5728","2177.2791","2199.8075","2287.7989","2296.21","2269.3381","2200.8312","2252.3791","2280.8986","2319.5432","2346.3355","2209.6531","2268.8978","2243.2286","2280.1362","2315.2944","",
"Finland","FIN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","58.2433","57.6068","61.2453","65.6166","61.8366","61.5922","67.4984","66.9567","74.0355","74.2132","75.1014","65.4783","63.5375","62.5915","62.9447","67.0717","67.3257","72.0085","70.5338","70.5106","73.0407","73.4171","70.1413","71.6225","78.6633","75.3228","81.5896","79.6321","76.8877","76.1497","74.6876","80.7171","83.0125","91.6221","87.935","75.2059","87.4637","85.6334","76.7281","73.1198","82.9381","74.7015","68.6419","69.564","65.5626","61.7912","64.6074","61.5473","62.9803","59.607","54.3465","55.4026","54.0916","49.874","48.679","",
"Fiji","FJI","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1.3631","1.3853","1.4482","1.62","1.8414","1.6808","1.678","1.7653","1.755","1.8866","1.9856","2.042","2.0327","1.8391","1.7354","1.8578","1.9172","1.8483","1.8543","1.996","2.1304","2.0223","2.16","2.3158","2.4252","2.4638","2.5121","2.5509","2.5184","2.6108","2.7861","2.9279","2.6249","2.8551","3.3455","3.0962","3.2405","3.1065","2.6755","2.4328","3.0726","2.6149","2.5819","2.7743","2.4793","2.5391","2.5338","2.5378","2.6769","2.757","2.1479","2.3723","2.5256","2.6489","2.7509","",
"France","FRA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","634.0025","644.7202","661.4684","699.0736","680.4052","638.4789","683.1788","665.6532","683.1796","692.0037","668.9862","617.92","597.7787","581.9782","569.8401","554.1965","541.267","531.3689","528.3942","536.4456","530.9","561.6963","546.9113","524.3386","518.6118","529.1788","547.1546","533.3628","545.6449","538.1659","538.0613","542.4665","536.0793","539.6477","541.1637","541.8792","528.1981","522.8757","515.5236","501.2923","510.8051","493.1714","495.3533","490.0011","455.8541","461.6707","462.9622","465.7704","452.3491","443.9014","401.5864","430.8782","417.181","390.7429","378.1202","",
"Faroe Islands","FRO","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0879","0.087","0.088","0.0881","0.0883","0.0882","0.0895","0.0896","0.0894","0.0888","0.0888","0.0886","0.0885","0.0888","0.0889","0.0888","0.0889","0.0894","0.0896","0.0897","0.0901","0.0898","0.0897","0.0898","0.0898","0.0897","0.0896","0.0898","0.0897","0.0899","0.0902","0.0909","0.0911","0.0912","0.0913","0.0912","0.0911","0.0911","0.091","0.0912","0.0912","0.0915","0.0918","0.0919","0.0942","0.0944","0.0947","0.0951","0.0954","0.0953","0.0958","0.0961","0.0957","0.0965","0.0966","",
"Micronesia, Fed. Sts.","FSM","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0287","0.0306","0.033","0.0307","0.0288","0.0268","0.019","0.0233","0.0235","0.0239","0.0245","0.0294","0.0295","0.0296","0.0297","0.0307","0.032","0.0331","0.0342","0.035","0.0361","0.0406","0.0408","0.0409","0.041","0.0411","0.0412","0.0412","0.0412","0.0412","0.0412","0.0412","0.0412","0.0413","0.0413","0.0413","0.0413","0.0418","0.0417","0.0437","0.0437","0.046","0.0461","0.0473","0.0478","0.0485","0.0494","0.0487","0.049","0.0508","0.0513","0.0521","0.0529","0.0596","0.0614","",
"Gabon","GAB","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","6.8307","7.3509","7.9204","11.8748","14.5503","16.7584","17.6232","17.3996","17.3734","16.4755","15.3888","14.5219","14.8913","14.4338","15.8204","17.0916","14.6099","13.6242","14.2387","17.3452","20.4242","19.6006","20.893","21.5506","21.0947","23.5815","26.5687","24.5359","28.5206","27.1582","27.9484","28.0148","27.0928","30.1883","27.9296","26.2776","22.6362","19.5624","21.0407","20.463","21.0057","20.7041","20.5927","20.3609","20.5388","21.3991","21.4436","19.6958","18.3445","20.2552","20.0862","19.1691","19.9382","21.5533","21.782","",
"United Kingdom","GBR","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","869.8716","865.6066","845.4664","886.3658","836.5491","825.1765","832.3454","837.7262","835.7818","875.8533","811.0208","790.5636","774.0438","766.9966","722.8289","765.2291","788.6883","788.8466","785.7679","769.8552","778.1311","788.3789","770.6953","750.4329","737.4015","734.7261","755.906","735.4773","730.3316","717.6552","718.0791","724.328","705.8175","715.5774","710.5496","703.6285","698.5337","685.4283","663.2773","607.9305","622.7241","578.65","599.4118","585.7784","544.709","527.898","502.4785","490.84","482.168","464.709","421.5411","437.8694","423.3672","400.6095","386.6957","",
"Georgia","GEO","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","29.3908","29.3687","31.0006","32.6777","34.1513","36.2189","36.7276","37.0849","37.9643","39.1426","40.0309","40.4227","39.9709","39.3863","39.2016","38.7857","38.4252","38.9102","38.3706","37.1536","40.8196","32.7248","26.8669","22.4923","16.2918","13.7461","12.4667","11.7555","11.1437","10.69","11.2414","9.6209","9.6897","10.2473","10.5342","11.1517","11.7858","12.6692","11.7809","12.7812","12.1896","13.6246","14.798","15.7351","16.5346","16.7896","17.2103","17.2876","17.1467","17.879","17.5275","18.5603","19.7064","19.6528","19.6028","",
"Ghana","GHA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","6.8452","6.9401","7.3585","7.4972","8.1001","8.1878","8.3101","8.4864","8.2963","8.3808","8.4216","9.0443","8.9633","7.4525","7.9219","8.5622","9.1938","9.6439","9.8628","10.5592","10.4735","10.704","11.2496","11.5771","11.9797","12.3902","13.0657","13.4218","15.1545","16.0781","15.5406","16.1554","17.5419","17.2106","17.1198","17.8766","19.8197","20.3735","22.0373","23.1533","24.4987","27.5222","30.3638","32.4705","32.6656","33.96","34.6307","38.4321","40.4575","42.6947","45.7","46.5297","46.9179","46.8225","48.0939","",
"Gibraltar","GIB","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0815","0.0825","0.0725","0.073","0.0731","0.0762","0.0756","0.0725","0.0694","0.0923","0.1077","0.1012","0.1114","0.1017","0.0984","0.1047","0.1307","0.1425","0.1582","0.1515","0.1579","0.2177","0.2565","0.2596","0.3044","0.298","0.3043","0.3139","0.3298","0.3424","0.3582","0.3677","0.374","0.3804","0.4122","0.4248","0.4438","0.4407","0.4501","0.4912","0.4945","0.4788","0.4884","0.5201","0.5582","0.6089","0.6347","0.673","0.7137","0.7417","0.6624","0.6647","0.6591","0.6527","0.6589","",
"Guinea","GIN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","4.3247","4.3427","4.4057","4.5305","4.6439","4.7838","4.8458","4.9057","4.9513","5.08","5.1062","5.1343","5.4163","5.567","5.5518","5.3816","5.1106","5.7679","5.9841","6.2195","6.8977","7.2112","6.7634","7.0908","7.549","7.8087","8.8503","8.1603","8.5492","9.7479","10.5001","10.7721","11.1884","11.6763","12.0936","12.5614","13.0922","13.5628","14.1558","14.7299","16.5979","16.8525","17.4332","17.8996","18.4947","19.7432","20.9597","21.6903","23.0103","24.9107","26.2912","27.1131","28.6367","28.6151","29.3759","",
"Gambia, The","GMB","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.6052","0.6249","0.6264","0.6313","0.6502","0.6696","0.6641","0.674","0.7079","0.7244","0.7492","0.7583","0.7557","0.749","0.7419","0.7669","0.7806","0.8758","0.89","0.8831","0.9267","0.9943","0.9767","0.9879","1.0302","1.0418","1.0572","1.0588","1.088","1.1309","1.2472","1.2411","1.2665","1.3922","1.4469","1.4818","1.5434","1.5774","1.6545","1.8325","1.8794","1.7368","1.7335","1.8161","1.9297","2.0225","1.9731","1.9154","1.7617","1.8055","1.747","1.7409","1.8163","1.8424","1.8595","",
"Guinea-Bissau","GNB","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.6731","0.6704","0.7039","0.7091","0.7622","0.8665","0.9306","0.9417","0.922","0.9596","0.9944","1.0832","1.2627","1.2415","1.2674","1.2541","1.2794","1.4028","1.4255","1.5053","1.6514","1.7259","1.719","1.7522","1.7861","1.8429","1.8647","1.8604","1.8713","1.9554","2.0011","1.9677","2.0092","2.0733","2.0943","2.1522","2.2499","2.359","2.438","2.5748","2.7031","2.7011","2.8104","2.8917","2.7553","2.8965","2.9619","2.8698","2.9734","3.0381","3.0457","3.088","3.1454","3.1488","3.1886","",
"Equatorial Guinea","GNQ","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.1251","0.1255","0.1315","0.1087","0.1155","0.119","0.1224","0.123","0.159","0.157","0.1624","0.1732","0.171","0.1449","0.1568","0.1482","0.1565","0.1774","0.1753","0.192","0.1852","0.1926","0.195","0.213","2.8209","3.2123","5.3322","7.6381","9.4809","10.3766","12.0666","13.3403","10.4844","11.7233","16.1846","15.595","16.9413","18.1334","16.9897","14.3462","14.991","15.0466","14.8438","13.9883","14.0647","14.2815","13.1735","11.7778","10.6495","10.0244","9.7695","9.2975","9.1255","7.9747","8.1387","",
"Greece","GRC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","44.5575","46.1312","53.5013","56.9159","57.109","59.1376","64.4063","66.6396","69.5606","72.9648","73.1746","72.7359","74.3372","78.0009","79.9119","83.3777","82.9312","87.9811","92.9204","97.5458","98.2936","98.0622","99.9444","99.9288","102.4165","106.7037","107.5829","108.7333","112.8308","113.9144","120.0041","120.7954","121.3174","124.6191","124.7129","126.783","123.3417","127.7455","123.2312","117.4857","110.7949","107.934","103.4296","95.8496","93.0221","91.4404","89.9567","90.4258","87.9204","82.0806","72.2833","73.506","74.6243","70.598","71.5001","",
"Grenada","GRD","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0523","0.0546","0.055","0.0558","0.0532","0.0543","0.0554","0.0581","0.0596","0.0591","0.0589","0.0635","0.0625","0.0623","0.0639","0.0631","0.066","0.0726","0.0758","0.0764","0.0928","0.0933","0.0953","0.1025","0.1134","0.1071","0.1118","0.137","0.126","0.1278","0.1037","0.1051","0.1106","0.1179","0.1146","0.1204","0.1307","0.1408","0.1498","0.1573","0.1696","0.1423","0.1456","0.174","0.1621","0.1698","0.1807","0.1817","0.1983","0.237","0.2107","0.2184","0.2289","0.2336","0.241","",
"Greenland","GRL","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0565","0.0575","0.0586","0.0552","0.056","0.0563","0.0563","0.0548","0.0557","0.056","0.0566","0.0579","0.0585","0.0587","0.0588","0.0593","0.0597","0.0601","0.0604","0.0608","0.0611","0.0611","0.0611","0.061","0.0608","0.0607","0.0606","0.0603","0.0603","0.0601","0.0593","0.0595","0.0593","0.0597","0.6685","0.6756","0.6896","0.6801","0.6973","0.6148","0.7079","0.7484","0.6037","0.6025","0.5454","0.5845","0.5809","0.5681","0.573","0.5887","0.592","0.6132","0.6555","0.65","0.6593","",
"Guatemala","GTM","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","8.3488","8.7805","9.3819","9.5581","9.4735","9.9036","9.5572","10.451","11.0547","11.7715","12.2538","11.8604","11.5336","11.4025","11.7024","12.0263","11.7005","12.1139","12.2785","12.7032","13.0797","13.673","14.8336","15.8273","16.2136","17.4303","17.4179","18.0545","19.9679","20.5743","21.6452","22.525","23.6303","23.5042","24.3317","25.6291","26.2443","27.3181","26.7725","28.1106","28.2108","28.7971","29.7714","31.4487","33.1371","36.2339","37.8414","37.3122","39.5869","40.9733","39.5449","42.5174","41.4873","42.9929","43.4722","",
"Guam","GUM","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0268","0.0224","0.022","0.0215","0.0193","0.0189","0.0158","0.016","0.0162","0.0162","0.0157","0.0162","0.0156","0.0162","0.0163","0.0161","0.0162","0.0163","0.0168","0.0128","0.0122","0.0123","0.0125","0.0127","0.0128","0.0129","0.0129","0.0131","0.0131","0.0133","0.0134","0.0153","0.0155","0.0155","0.0156","0.0156","0.0156","0.0157","0.0157","0.0157","0.0158","0.016","0.0163","0.0163","0.0164","0.0165","0.0166","0.0168","0.017","0.0171","0.0174","0.0174","0.0176","0.0177","0.018","",
"Guyana","GUY","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","3.0183","3.0141","2.9602","3.2808","3.2927","3.6704","3.4431","3.714","3.4955","3.1226","3.3304","3.3267","3.1291","2.8536","3.0444","2.9028","2.852","2.828","2.8686","2.6503","2.4717","2.6098","2.6621","2.8277","3.131","3.4874","3.5654","3.7649","3.7041","3.774","3.5131","3.4716","3.3254","3.5311","3.4738","3.193","3.0168","3.3266","3.4012","3.4889","3.6969","3.8229","4.0429","4.188","4.4616","4.5596","4.6331","4.7876","4.8584","5.1926","6.2556","6.3094","7.7908","8.586","8.7309","",
"High income","HIC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","15453.5078","15396.884","16026.7055","16816.0423","16638.4872","16358.2583","17082.2761","17378.2556","17693.9805","18078.9008","17766.4784","17388.7036","16972.7453","16976.395","17365.0386","17457.8417","17546.4126","17868.7141","18336.017","18499.6809","18486.6909","18374.7583","18143.6042","18007.1261","18019.7963","18155.8134","18517.7806","18639.295","18561.9632","18646.4115","18955.9419","18963.5557","18851.7818","19188.6508","19364.9036","19419.1258","19365.8861","19559.6003","19229.8058","18229.5024","18957.323","18883.8446","18733.7068","18771.675","18612.0053","18571.4078","18432.7141","18468.088","18613.0932","18317.489","17112.413","17882.567","17837.9516","17381.3433","17426.5283","",
"Hong Kong SAR, China","HKG","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","11.596","11.8309","12.1689","12.2797","13.7717","13.7131","15.6822","17.908","19.069","18.1907","18.7494","20.0001","22.4061","25.9773","28.5168","29.6729","33.6472","33.709","37.3559","38.4046","39.2454","42.8758","47.9249","48.9442","42.5962","43.0589","40.4693","38.8199","47.236","50.4132","46.6437","46.5067","45.5224","49.1286","45.298","47.6275","47.1061","49.1864","47.9182","50.021","47.1274","50.1637","49.6625","51.2224","52.6497","49.3688","50.2764","49.4158","49.396","48.9478","39.5989","40.028","37.6408","39.7307","40.3071","",
"Honduras","HND","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","5.2785","5.3594","5.4892","5.6553","5.8905","6.0909","6.24","6.4721","6.5835","6.7613","6.9728","6.9869","7.0445","8.094","8.4734","8.2407","8.2369","8.4199","8.5197","8.6962","8.6065","8.7041","9.0522","8.8245","9.6727","10.079","10.4146","10.5518","11.07","10.53","10.9713","12.0638","13.289","14.8471","15.9352","15.0826","16.2338","17.495","17.8039","17.8018","17.8642","19.1192","19.7832","20.1678","20.1338","21.1974","20.2606","19.7636","19.6329","21.0585","20.4058","21.739","22.2038","23.7822","24.3871","",
"Heavily indebted poor countries (HIPC)","HPC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","356.645","359.4947","365.0724","378.5157","385.477","386.6524","398.8648","399.5072","408.2013","415.0255","424.6406","434.487","463.2663","471.1951","466.783","476.2951","479.0803","481.1582","489.3732","499.4543","512.6781","519.3387","531.2366","538.9555","553.6776","562.8818","585.8677","600.1006","625.7113","644.4974","656.452","671.7254","686.7176","712.5075","733.5299","763.1762","788.1786","815.6874","849.1063","877.146","915.395","944.6099","987.1663","1018.2932","1051.4947","1091.5388","1128.626","1160.9407","1200.9761","1245.6412","1265.3225","1307.8448","1347.8722","1380.275","1413.2016","",
"Croatia","HRV","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","22.7391","23.4627","22.9238","24.7555","26.7116","28.0316","27.8976","28.2272","29.7642","30.9858","29.2183","31.2593","32.7228","36.5692","37.3999","38.0481","40.559","39.7515","42.5584","40.7096","32.8304","25.6845","23.4461","23.291","22.401","22.9042","23.7286","25.0132","24.9097","25.9161","25.4136","26.4732","27.202","28.7411","29.2222","29.285","29.7151","31.2597","30.126","28.3013","27.8346","27.5437","25.9947","25.5867","24.9453","25.5777","26.1126","26.788","25.7117","26.0109","25.435","25.538","25.3947","26.8024","26.8418","",
"Haiti","HTI","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","6.1017","6.2386","6.3304","6.3288","6.2967","6.2795","6.5528","6.6446","6.8471","6.9243","6.9971","6.9533","7.1567","7.3226","7.3748","7.3422","7.2436","7.2364","7.2562","7.2039","7.248","7.447","7.8497","7.5754","7.1305","7.9455","8.2461","8.7469","8.9464","9.1355","9.648","9.7465","10.0576","10.1283","10.073","10.2609","10.417","10.9483","11.0612","11.2224","11.885","12.4396","12.4418","12.7205","13.0259","13.3702","13.6687","13.6925","13.9406","13.8248","13.5144","13.4634","13.4805","13.6153","13.7823","",
"Hungary","HUN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","91.0259","93.3044","95.0829","100.3294","103.175","105.2138","109.3678","114.2398","123.2782","122.1784","121.0858","120.1318","120.7051","116.8142","118.3798","117.4318","114.7551","116.0431","110.7103","107.3847","96.4291","90.4436","80.436","81.2542","81.062","80.1674","82.5558","81.169","80.6422","81.2529","78.3933","80.3481","78.8041","81.7304","80.8987","81.2411","80.3183","77.7615","75.4517","69.2622","70.0197","69.3014","65.548","62.9559","63.1669","66.1078","66.905","69.8689","70.1115","70.3185","68.681","69.9447","65.5641","60.9502","60.4529","",
"IBRD only","IBD","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","8626.277","8730.2059","9075.0589","9556.0289","9823.6688","10318.4879","10766.5003","11191.7952","11745.1052","12004.7367","12117.0987","11989.8213","12278.8972","12560.9064","12980.8546","13183.1417","13593.8761","14097.0777","14540.4085","14846.3204","15182.8383","15200.7704","15077.7489","15045.8969","15076.1902","15605.0809","15708.1347","15794.2442","15862.2134","15947.5868","16389.4211","16686.0562","17164.2886","18333.3404","19580.9964","20725.3313","21910.3777","22908.9268","23454.6513","23908.8623","25382.3545","26866.1413","27669.9156","28279.6635","28662.2021","28531.8836","28720.5972","29387.4276","30361.66","30872.9332","30438.093","31963.0869","32331.105","33415.7139","33993.5796","",
"IDA & IBRD total","IBT","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","9555.36589999999","9677.32000000001","10065.2138","10600.3639","10922.7631","11388.7294","11890.2852","12325.5947","12896.9674","13243.9552","13354.6575","13189.9701","13513.9872","13816.7173","14260.0118","14502.9534","14944.9725","15467.8765","15959.5257","16318.7936","16707.1827","16751.8615","16664.1344","16650.8369","16728.0056","17322.3677","17529.3765","17606.4449","17703.1532","17826.3099","18340.7846","18671.2182","19129.2396","20377.0009","21672.4703","22883.5111","24114.3376","25168.3528","25774.5945","26237.2256","27796.5452","29350.956","30179.5357","30832.7403","31285.9748","31201.1802","31491.4927","32250.7676","33267.2905","33862.1039","33478.0317","35099.6234","35507.9315","36601.6871","37251.4965","",
"IDA total","IDA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","929.0889","947.1141","990.1549","1044.335","1099.0943","1070.2415","1123.7849","1133.7995","1151.8622","1239.2185","1237.5588","1200.1488","1235.09","1255.8109","1279.1572","1319.8117","1351.0964","1370.7988","1419.1172","1472.4732","1524.3444","1551.0911","1586.3855","1604.94","1651.8154","1717.2868","1821.2418","1812.2007","1840.9398","1878.7231","1951.3635","1985.162","1964.951","2043.6605","2091.4739","2158.1798","2203.9599","2259.426","2319.9432","2328.3633","2414.1907","2484.8147","2509.6201","2553.0768","2623.7727","2669.2966","2770.8955","2863.34","2905.6305","2989.1707","3039.9387","3136.5365","3176.8265","3185.9732","3257.9169","",
